111,10
174,20
280,30
381,40
424,50
490,60
560,70
586,80
676,90
730,100
800,110
866,120
936,130
1010,140
1080,150
1158,160
1244,170
1290,180
1360,190
1426,200
1496,210
1590,220
1660,230
1706,240
1780,250
1846,260
1916,270
1986,280
2076,290
2174,300
2216,310
2266,320
2356,330
2498,340
2476,350
2602,360
2748,370
2706,380
2764,390
2842,400
2956,410
2974,420
3036,430
3138,440
3188,450
3254,460
3328,470
3402,480
3464,490
3594,500
3604,510
3770,520
3736,530
3822,540
3884,550
4006,560
4068,570
4098,580
4172,590
4230,600
4324,610
4366,620
4468,630
4510,640
4636,650
4646,660
4724,670
4830,680
4856,690
4954,700
5000,710
5074,720
5156,730
5214,740
5284,750
5382,760
5432,770
5490,780
5568,790
5634,800
5712,810
5766,820
5860,830
5914,840
6024,850
6054,860
6164,870
6198,880
6304,890
6338,900
6408,910
6466,920
6540,930
6606,940
6696,950
6754,960
6848,970
6934,980
6964,990
7034,1000
